300000,0.637677794,-5.160628743
310000,0.637627759,-5.309029852
320000,0.63779363,-5.492310697
330000,0.637757926,-5.649061105
340000,0.638083244,-5.804855613
350000,0.638177584,-6.001278081
360000,0.638349411,-6.145210411
370000,0.638358465,-6.325971597
380000,0.638292011,-6.503025979
390000,0.6386444,-6.646465689
400000,0.638873134,-6.825773153
410000,0.638919918,-6.972859879
420000,0.63885427,-7.15957319
430000,0.639044396,-7.31610776
440000,0.63916359,-7.461804858
450000,0.639169518,-7.649278814
460000,0.639415473,-7.811259165
470000,0.639398878,-7.974316539
480000,0.639347494,-8.139790848
490000,0.639746582,-8.301409254
500000,0.639572455,-8.474244114
510000,0.639542975,-8.63406915
520000,0.639969208,-8.786049008
530000,0.639895741,-8.984077754
540000,0.639755994,-9.138836381
550000,0.640198731,-9.280632283
560000,0.640232384,-9.478260285
570000,0.640041249,-9.637963999
580000,0.640356781,-9.791520483
590000,0.640475863,-9.986021152
600000,0.640319459,-10.142840177
610000,0.64060694,-10.303387947
620000,0.640695738,-10.492920345
630000,0.64062341,-10.647997116
640000,0.640790915,-10.803884195
650000,0.640864189,-10.988346735
660000,0.640917579,-11.149410498
670000,0.641040494,-11.313981216
680000,0.641159704,-11.476110111
690000,0.64127331,-11.644205605
700000,0.641297487,-11.805423479
710000,0.641331203,-11.964953171
720000,0.641478599,-12.139006014
730000,0.641468767,-12.309149418
740000,0.641539025,-12.459601637
750000,0.641735591,-12.623397207
760000,0.641755004,-12.785002552
770000,0.64184609,-12.955722294
780000,0.641940175,-13.092052953
790000,0.641921738,-13.25544268
800000,0.642118034,-13.443081272
810000,0.642247853,-13.600206405
820000,0.642456799,-13.756866208
830000,0.642445315,-13.932544397
840000,0.642513208,-14.085685476
850000,0.642719944,-14.238963401
860000,0.642724351,-14.418852409
870000,0.642804975,-14.583771624
880000,0.643013045,-14.750543994
890000,0.643107766,-14.900637916
900000,0.643056003,-15.081649492
910000,0.643386417,-15.228669066
920000,0.643473195,-15.39144021
930000,0.643387297,-15.567629731
940000,0.64364745,-15.719498594
950000,0.643786695,-15.882121085
960000,0.643781877,-16.061702263
