6.6883007288e-001;-6.0106810085e-002
6.6851989549e-001;-6.2481519136e-002
6.6856003736e-001;-6.4454441829e-002
6.6819808595e-001;-6.6547523810e-002
6.6815477019e-001;-6.8389417533e-002
6.6826240401e-001;-7.0497531324e-002
6.6804421974e-001;-7.2604465969e-002
6.6782914469e-001;-7.4497364053e-002
6.6752272531e-001;-7.6720999720e-002
6.6747524379e-001;-7.8581296592e-002
6.6741324280e-001;-8.0534067045e-002
6.6712532303e-001;-8.2607052770e-002
6.6691564367e-001;-8.4530243223e-002
6.6677172614e-001;-8.6614893220e-002
6.6662794274e-001;-8.8464381244e-002
6.6630830372e-001;-9.0422878000e-002
6.6618555943e-001;-9.2738187431e-002
6.6596880905e-001;-9.4653717012e-002
6.6581627709e-001;-9.6580058642e-002
6.6543182569e-001;-9.8850365436e-002
6.6532348586e-001;-1.0080420456e-001
6.6510385100e-001;-1.0281796861e-001
6.6484048857e-001;-1.0496695962e-001
6.6467089499e-001;-1.0691109491e-001
6.6420527648e-001;-1.0919145221e-001
6.6403052128e-001;-1.1100124883e-001
6.6379063644e-001;-1.1309707407e-001
6.6341196459e-001;-1.1531560902e-001
6.6320463084e-001;-1.1722414083e-001
6.6298149899e-001;-1.1926296297e-001
6.6249421111e-001;-1.2134153305e-001
6.6231063356e-001;-1.2346711358e-001
6.6205519764e-001;-1.2536645431e-001
6.6153943052e-001;-1.2750449880e-001
6.6131388298e-001;-1.2928712551e-001
6.6105009778e-001;-1.3156533361e-001
6.6072322386e-001;-1.3337183967e-001
6.6033728293e-001;-1.3541647514e-001
6.6009725171e-001;-1.3753342588e-001
6.5976234332e-001;-1.3952775057e-001
6.5935905366e-001;-1.4138742101e-001
6.5897805017e-001;-1.4345188995e-001
6.5870226889e-001;-1.4549472445e-001
6.5843597594e-001;-1.4734988200e-001
6.5790286777e-001;-1.4946519040e-001
6.5764026778e-001;-1.5138998817e-001
6.5734334742e-001;-1.5324595020e-001
6.5675263514e-001;-1.5535579876e-001
6.5660546007e-001;-1.5688730569e-001
6.5619227076e-001;-1.5897720830e-001
6.5574317472e-001;-1.6097613792e-001
6.5548776248e-001;-1.6299732156e-001
6.5497919156e-001;-1.6499908124e-001
6.5463539209e-001;-1.6690195367e-001
6.5430140753e-001;-1.6878485665e-001
6.5388663911e-001;-1.7078851431e-001
6.5336884718e-001;-1.7297713237e-001
6.5290818810e-001;-1.7485991461e-001
6.5259884405e-001;-1.7694435976e-001
6.5220838878e-001;-1.7884456671e-001
6.5169527246e-001;-1.8084231017e-001
6.5125654023e-001;-1.8280836965e-001
6.5090942685e-001;-1.8456813875e-001
6.5033620180e-001;-1.8658158968e-001
6.4986992808e-001;-1.8861733829e-001
6.4954930882e-001;-1.9041204288e-001
6.4893511498e-001;-1.9262559810e-001
6.4856127642e-001;-1.9446162462e-001
6.4810738277e-001;-1.9631300150e-001
6.4750199771e-001;-1.9841873468e-001
6.4705147874e-001;-2.0038935842e-001
6.4200175969e-001;-2.1974423671e-001
6.3632718393e-001;-2.3904954859e-001
6.3036089949e-001;-2.5806217989e-001
6.2407678447e-001;-2.7677660518e-001
6.1737136902e-001;-2.9540159324e-001
6.1029902826e-001;-3.1353272858e-001
6.0277694933e-001;-3.3158267896e-001
5.9479443000e-001;-3.4941574678e-001
5.8634340875e-001;-3.6683724107e-001
5.7770449177e-001;-3.8399317358e-001
5.6864665887e-001;-4.0081360971e-001
5.5919301290e-001;-4.1739904842e-001
5.4980455626e-001;-4.3369531272e-001
5.3972739583e-001;-4.4970722306e-001
5.2959699988e-001;-4.6523331130e-001
5.1891767429e-001;-4.8046256297e-001
5.0814281614e-001;-4.9519400652e-001
4.9706857499e-001;-5.1001428789e-001
4.8600582665e-001;-5.2415931889e-001
4.7449128684e-001;-5.3809932713e-001
4.6273522391e-001;-5.5175840374e-001
4.5046280180e-001;-5.6486291489e-001
4.3884954346e-001;-5.7794444912e-001
4.2647828906e-001;-5.9022090283e-001
4.1417932801e-001;-6.0225964097e-001
4.0147129871e-001;-6.1413710192e-001
3.8904809774e-001;-6.2552955336e-001
3.7589166180e-001;-6.3654741154e-001
3.6325244066e-001;-6.4712612258e-001
3.5013139900e-001;-6.5747579320e-001
3.3732749230e-001;-6.6740233149e-001
3.2415756177e-001;-6.7708208928e-001
3.1091537080e-001;-6.8638556558e-001
2.9752639636e-001;-6.9523772413e-001
2.8419582311e-001;-7.0373392578e-001
2.7090746586e-001;-7.1203709998e-001
2.5770591153e-001;-7.1997840403e-001
2.4453840518e-001;-7.2764253606e-001
2.3125427058e-001;-7.3503718795e-001
2.1797636856e-001;-7.4179766098e-001
2.0461882434e-001;-7.4847726438e-001
1.9122675410e-001;-7.5481749196e-001
1.7796433386e-001;-7.6084974882e-001
1.6489558216e-001;-7.6665516391e-001
1.5192675893e-001;-7.7227000950e-001
1.3866739378e-001;-7.7744864350e-001
